filename	acq_time	operator	randstr
anat/sub-27_T1w.nii.gz	2019-06-18T14:01:01.685000	M. Garvert	634da9b0
func/sub-27_task-localizer_run-001_bold.nii.gz	2020-08-25T14:56:12.760000	J. Singer/M. Hebart	336cf58a
func/sub-27_task-main_run-001_bold.nii.gz	2020-08-25T15:04:48.020000	J. Singer/M. Hebart	99e0e423
func/sub-27_task-main_run-002_bold.nii.gz	2020-08-25T15:11:50.302500	J. Singer/M. Hebart	f89b6989
func/sub-27_task-main_run-003_bold.nii.gz	2020-08-25T15:18:41.642500	J. Singer/M. Hebart	0347badb
func/sub-27_task-main_run-004_bold.nii.gz	2020-08-25T15:25:30.792500	J. Singer/M. Hebart	297b0ab3
func/sub-27_task-main_run-005_bold.nii.gz	2020-08-25T15:32:22.645000	J. Singer/M. Hebart	6223b3d7
func/sub-27_task-main_run-006_bold.nii.gz	2020-08-25T15:39:11.797500	J. Singer/M. Hebart	21003179
func/sub-27_task-main_run-007_bold.nii.gz	2020-08-25T15:48:55.712500	J. Singer/M. Hebart	6633e838
func/sub-27_task-main_run-008_bold.nii.gz	2020-08-25T15:55:50.967500	J. Singer/M. Hebart	c718e44b
func/sub-27_task-main_run-009_bold.nii.gz	2020-08-25T16:02:44.987500	J. Singer/M. Hebart	2281c22a
func/sub-27_task-main_run-0010_bold.nii.gz	2020-08-25T16:09:35.427500	J. Singer/M. Hebart	54eeb722
func/sub-27_task-main_run-0011_bold.nii.gz	2020-08-25T16:16:24.360000	J. Singer/M. Hebart	fd76cab4
func/sub-27_task-main_run-0012_bold.nii.gz	2020-08-25T16:23:16.662500	J. Singer/M. Hebart	9d4697f1
